Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/tools.descartes.teastore.webui/,1678,0,14,16.435225964243052,7.001207999998371,66.91037499999996,8905.0,27.75656927669917,0.0,14,16,18,20,26,31,36,47,67,67,67
POST,/tools.descartes.teastore.webui/cartAction?addToCart=&productid=10,10,0,38,41.2365583999998,29.660874999999365,72.28466699999814,25168.8,0.16541459640464345,0.0,39,42,43,44,72,72,72,72,72,72,72
POST,/tools.descartes.teastore.webui/cartAction?addToCart=&productid=100,7,0,67,64.82685700000245,34.79016600000051,86.75566600000195,26201.428571428572,0.11579021748325041,0.0,67,72,86,86,87,87,87,87,87,87,87
POST,/tools.descartes.teastore.webui/cartAction?addToCart=&productid=101,7,0,47,51.82758914285809,37.0741670000001,72.94045800000504,26482.428571428572,0.11579021748325041,0.0,47,56,64,64,73,73,73,73,73,73,73
POST,/tools.descartes.teastore.webui/cartAction?addToCart=&productid=102,5,0,57,52.940925400000786,29.553292000002784,67.44841700000137,25394.8,0.08270729820232173,0.0,57,65,65,67,67,67,67,67,67,67,67
POST,/tools.descartes.teastore.webui/cartAction?addToCart=&productid=103,6,0,43,42.85132633333492,35.31141600000254,49.3444580000002,26049.166666666668,0.09924875784278607,0.0,44,44,46,46,49,49,49,49,49,49,49
POST,/tools.descartes.teastore.webui/cartAction?addToCart=&productid=104,2,0,40,41.05400050000085,39.918917000001386,42.18908400000032,25136.5,0.03308291928092869,0.0,42,42,42,42,42,42,42,42,42,42,42
POST,/tools.descartes.teastore.webui/cartAction?addToCart=&productid=105,8,0,39,43.31102087499872,33.832624999995176,59.22462499999881,25009.0,0.13233167712371477,0.0,39,47,56,56,59,59,59,59,59,59,59
POST,/tools.descartes.teastore.webui/cartAction?addToCart=&productid=106,9,0,43,46.5234907777792,29.404750000004753,66.4423330000048,25110.666666666668,0.1488731367641791,0.0,43,50,51,66,66,66,66,66,66,66,66
POST,/tools.descartes.teastore.webui/cartAction?addToCart=&productid=107,5,0,38,39.72890820000217,34.927375000002314,47.140957999999955,25848.4,0.08270729820232173,0.0,38,42,42,47,47,47,47,47,47,47,47
POST,/tools.descartes.teastore.webui/cartAction?addToCart=&productid=108,10,0,43,49.50788760000071,31.12362500000021,81.42441699999736,24986.8,0.16541459640464345,0.0,48,52,57,59,81,81,81,81,81,81,81
